#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-07-12T12:56:36 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-07-12T12:56:36	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=V%2f50%2fcatalog&-out.max=unlimited&-out=HR%2cName%2cHD%2cVmag%2cB-V&-out.add=_RAJ2000%2c_DEJ2000&-oc.form=dec	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_5050
#Name: V/50
#Title: Bright Star Catalogue, 5th Revised Ed. (Hoffleit+, 1991)
#INFO	ivoid=ivo://cds.vizier/v/50	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/v/50	    IVOID of underlying data collection
#INFO	creator=Hoffleit D.	    First author or institution
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/V/50	    Dataset landing page
#INFO	publication_date=1997-12-09	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	V_50_catalog:
#Name: V/50/catalog
#Title: The main part of the Catalogue
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	HR	(I4)	[1/9110]+ Harvard Revised Number = Bright Star Number	[ucd=meta.id;meta.main]
#Column	Name	(a10)	Name, generally Bayer and/or Flamsteed name	[ucd=meta.id]
#Column	HD	(I6)	[1/225300]? Henry Draper Catalog Number	[ucd=meta.id]
#Column	Vmag	(F5.2)	?Visual magnitude (1)	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F5.2)	? B-V color in the UBV system	[ucd=phot.color;em.opt.B;em.opt.V]
_RAJ2000	_DEJ2000	HR	Name	HD	Vmag	B-V
091.764167	-62.154722	2196	          	 42540	 5.05	 1.25
093.079583	+22.908333	2197	  6    Gem	 42543	 6.39	 2.24
093.013750	+16.130556	2198	 69    Ori	 42545	 4.95	-0.14
092.985000	+14.208889	2199	 70Xi  Ori	 42560	 4.48	-0.18
092.644167	-27.154167	2200	          	 42621	 5.72	 1.07
093.919167	+59.999167	2201	 40    Cam	 42633	 5.35	 1.34
092.932083	 -4.665556	2202	          	 42657	 6.18	-0.08
092.542917	-40.353611	2203	          	 42682	 5.58	 1.68
092.347083	-49.562778	2204	          	 42683	 6.49	 0.52
092.965833	 -6.550278	2205	          	 42690	 5.05	-0.20
092.806250	-26.482222	2206	          	 42729	 6.09	-0.04
093.389167	+18.680278	2207	          	 42784	 6.58	-0.08
093.302500	+10.627500	2208	          	 42807	 6.45	 0.67
094.711667	+69.319722	2209	          	 42818	 4.80	 0.03
093.185000	 -2.504444	2210	          	 42824	 6.62	 0.05
092.666250	-45.281944	2211	          	 42834	 6.31	-0.03
092.574583	-54.968611	2212	   Del Pic	 42933	 4.81	-0.23
093.192917	-17.763056	2213	          	 42927	 6.52	-0.17
093.619167	+17.906389	2214	          	 42954	 5.88	 0.22
094.478333	+61.515278	2215	  1    Lyn	 42973	 4.98	 1.83
093.719167	+22.506667	2216	  7Eta Gem	 42995	 3.28	 1.60
093.912500	+36.148611	2217	          	 43017	 6.92	 0.45
093.476250	 -3.741389	2218	          	 43023	 5.83	 0.94
093.844583	+29.498056	2219	 44Kap Aur	 43039	 4.35	 1.02
093.712083	+19.156389	2220	 71    Ori	 43042	 5.20	 0.44
092.184167	-68.843333	2221	   Nu  Dor	 43107	 5.06	-0.08
093.785417	+13.851111	2222	          	 43112	 5.91	-0.23
093.854583	+16.143056	2223	 72    Ori	 43153	 5.30	-0.14
093.652917	 -4.568333	2224	          	 43157	 5.83	-0.17
093.437917	-23.861944	2225	          	 43162	 6.39	 0.72
093.388750	-29.396111	2226	          	 43179	 6.54	-0.10
093.713750	 -6.274722	2227	  5Gam Mon	 43232	 3.98	 1.32
094.394583	+46.424167	2228	 42    Aur	 43244	 6.52	 0.27
093.937500	+12.551111	2229	 73    Ori	 43247	 5.33	-0.02
094.079167	+23.970000	2230	  8    Gem	 43261	 6.08	 0.90
093.917083	 +6.066111	2231	          	 43285	 6.07	-0.13
093.945833	 +4.283611	2232	          	 43317	 6.64	-0.17
093.892917	 -0.512222	2233	          	 43318	 5.65	 0.50
093.873750	 -4.915278	2234	          	 43319	 5.99	 0.09
094.099167	+17.181389	2235	          	 43335	 6.39	 1.58
093.975000	 +1.169167	2236	          	 43358	 6.37	 0.46
093.858333	 -9.035278	2237	          	 43362	 6.10	-0.08
094.905833	+59.010833	2238	  2    Lyn	 43378	 4.48	 0.01
094.570417	+46.360556	2239	 43    Aur	 43380	 6.38	 1.11
094.244583	+23.740833	2240	  9    Gem	 43384	 6.25	 0.45
094.110833	+12.272222	2241	 74    Ori	 43386	 5.04	 0.42
093.785000	-20.272222	2242	          	 43396	 5.91	 1.32
093.822917	-18.476667	2243	          	 43429	 5.99	 1.06
093.937083	-13.718333	2244	          	 43445	 5.01	-0.08
092.812500	-65.589444	2245	   Eta2Dor	 43455	 5.01	 1.62
094.088333	 +1.080278	2246	          	 43461	 6.63	-0.05
094.277500	 +9.942500	2247	 75    Ori	 43525	 5.39	 0.10
094.243333	 +7.053056	2248	          	 43526	 6.57	-0.12
094.032083	-16.617778	2249	          	 43544	 5.92	-0.17
094.388750	+14.058333	2250	          	 43583	 6.59	-0.03
094.317083	 +5.100278	2251	          	 43587	 5.71	 0.61
093.988333	-29.788333	2252	          	 43636	 6.67	 1.55
094.523333	+14.382778	2253	          	 43683	 6.16	 0.01
094.264583	-22.715000	2254	          	 43745	 6.07	 0.56
094.396667	-10.725278	2255	  6    Mon	 43760	 6.75	 0.35
094.137917	-35.140556	2256	   Kap Col	 43785	 4.37	 1.00
095.515000	+59.372222	2257	  4    Lyn	 43812	 5.94	
094.757500	+17.325000	2258	          	 43819	 6.32	-0.07
094.668750	 +9.047222	2259	          	 43821	 6.24	 0.87
094.423750	-16.815833	2260	          	 43827	 5.14	 1.30
092.560000	-74.753056	2261	   Alp Men	 43834	 5.09	 0.72
094.148333	-39.264444	2262	          	 43847	 6.00	 0.16
094.255000	-37.737500	2263	          	 43899	 5.53	 1.14
095.442083	+53.452222	2264	 45    Aur	 43905	 5.36	 0.43
094.289583	-37.253056	2265	          	 43940	 5.87	 0.14
094.557083	-19.966944	2266	          	 43955	 5.52	-0.18
094.710833	 -9.390278	2267	          	 43993	 5.36	 1.24
094.703333	-15.024722	2268	          	 44021	 6.06	 1.66
095.017500	+14.651111	2269	          	 44033	 5.69	 1.61
094.782917	 -8.586389	2270	          	 44037	 6.22	-0.04
094.745833	-20.926111	2271	          	 44081	 5.81	-0.15
095.300417	+29.541111	2272	          	 44092	 6.43	 0.06
094.928333	 -7.823056	2273	  7    Mon	 44112	 5.27	-0.19
094.077083	-59.213611	2274	          	 44120	 6.43	 0.59
094.998333	 -2.944444	2275	          	 44131	 4.90	 1.60
095.217917	+11.756389	2276	          	 44173	 6.54	-0.10
095.357917	+17.763611	2277	          	 44234	 6.35	
094.465417	-52.733056	2278	          	 44267	 6.41	 1.46
094.920833	-34.396667	2279	          	 44323	 5.78	-0.08
095.357500	 +2.268611	2280	          	 44333	 6.31	 0.24
094.695000	-50.359167	2281	          	 44362	 7.04	 0.83
095.078333	-30.063333	2282	  1Zet CMa	 44402	 3.02	-0.19
093.774583	-71.702778	2283	          	 44447	 6.64	 0.56
095.352917	-11.773333	2284	          	 44458	 5.64	-0.02
097.060833	+70.535556	2285	          	 44472	 5.97	
095.740000	+22.513611	2286	 13Mu  Gem	 44478	 2.88	 1.64
095.652083	+12.570000	2287	          	 44497	 6.00	
095.151250	-34.143889	2288	          	 44506	 5.53	-0.19
096.224583	+49.288056	2289	 46Psi1Aur	 44537	 4.91	 1.97
095.025417	-48.741111	2290	          	 44594	 6.60	 0.66
096.607500	+56.285000	2291	          	 44691	 5.64	 0.24
095.827083	 +3.764444	2292	          	 44700	 6.40	-0.15
096.703750	+58.417222	2293	  5    Lyn	 44708	 5.21	 1.53
095.675000	-17.955833	2294	  2Bet CMa	 44743	 1.98	-0.23
095.844583	 -4.687222	2295	          	 44756	 6.67	 0.06
095.528333	-33.436389	2296	   Del Col	 44762	 3.85	 0.88
096.219167	+29.707222	2297	          	 44766	 6.71	-0.06
095.942083	 +4.592778	2298	  8Eps Mon	 44769	 4.44	 0.18
095.943750	 +4.595556	2299	          	 44770	 6.72	 0.45
096.009583	 +8.884722	2300	          	 44783	 6.26	-0.08
095.900000	 -9.874444	2301	          	 44816	 6.19	 1.84
096.220417	+16.056944	2302	          	 44867	 6.33	 1.08
095.941667	-15.071667	2303	          	 44891	 6.24	 1.53
096.387083	+23.326944	2304	          	 44927	 6.06	-0.03
096.042917	-11.530278	2305	          	 44951	 5.22	 1.24
095.948333	-19.785278	2306	          	 44953	 6.60	-0.15
095.810000	-31.790000	2307	          	 44956	 6.34	 0.89
096.367083	+14.721944	2308	          	 44984	 6.24	 2.34
096.085417	-12.962500	2309	          	 44996	 6.12	-0.08
096.304583	 +7.085833	2310	          	 44990	 5.98	 1.22
095.982917	-25.577778	2311	          	 45018	 5.63	 1.56
096.326667	 +1.501111	2312	          	 45050	 6.66	-0.04
096.318333	 -0.946111	2313	          	 45067	 5.87	 0.56
096.962917	+47.405278	2314	          	 45105	 6.56	-0.04
096.444167	 +2.272222	2315	          	 45137	 6.51	-0.03
096.004167	-36.707778	2316	          	 45145	 5.62	 1.04
096.446250	 -3.889167	2317	          	 45168	 6.35	 1.02
096.182917	-28.780000	2318	          	 45184	 6.39	 0.62
096.897917	+32.563056	2319	          	 45192	 6.43	 1.26
095.732500	-56.370000	2320	   Nu  Pic	 45229	 5.61	 0.24
096.495000	 -7.894167	2321	          	 45239	 6.40	 0.14
095.907083	-52.181111	2322	          	 45291	 5.98	 1.04
096.185417	-40.284167	2323	          	 45306	 6.31	-0.05
096.665000	 -1.507222	2324	          	 45320	 5.87	 0.08
096.643750	 -4.597222	2325	          	 45321	 6.15	-0.14
095.987917	-52.695833	2326	   Alp Car	 45348	-0.72	 0.15
096.744583	 +0.840833	2327	          	 45357	 6.71	 0.04
096.687083	 -7.511389	2328	          	 45380	 6.27	-0.04
096.374583	-35.063889	2329	          	 45383	 6.25	 1.36
096.985833	+20.496111	2330	 16    Gem	 45394	 6.22	 0.01
097.696667	+58.162778	2331	  6    Lyn	 45410	 5.88	 0.94
097.142083	+30.493056	2332	 48    Aur	 45412	 5.55	 0.68
096.835000	 +2.908056	2333	          	 45415	 5.55	 1.04
096.807500	 +0.299167	2334	          	 45416	 5.20	 1.18
096.815000	 -0.276111	2335	          	 45433	 5.55	 1.38
095.945417	-58.543889	2336	          	 45450	 6.48	 0.12
095.755417	-63.683056	2337	          	 45461	 6.27	 1.60
097.512500	+46.685556	2338	 47    Aur	 45466	 5.90	 1.44
097.235833	+26.967778	2339	          	 45504	 6.47	
097.116667	+16.238333	2340	          	 45506	 6.23	 0.90
096.200833	-52.806389	2341	          	 45509	 6.51	 1.70
097.078333	+10.303889	2342	          	 45512	 6.15	 1.15
097.240833	+20.212222	2343	 18Nu  Gem	 45542	 4.15	-0.13
096.990000	 -4.762222	2344	 10    Mon	 45546	 5.06	-0.17
096.057083	-60.281111	2345	          	 45557	 5.80	 0.00
100.070000	+79.599444	2346	          	 45560	 6.54	
097.070000	 +1.912222	2347	          	 45563	 6.48	-0.07
096.431667	-48.177222	2348	          	 45572	 5.76	-0.06
096.796667	-25.856667	2349	          	 45588	 6.07	 0.53
101.125833	+82.115278	2350	          	 45618	 6.65	 0.17
097.250000	+11.019444	2351	          	 45638	 6.59	
095.659167	-69.984167	2352	   Pi 1Dor	 45669	 5.56	 1.51
096.781250	-37.895556	2353	          	 45680	 6.48	 0.39
096.109583	-63.428889	2354	          	 45701	 6.46	 0.66
097.312083	 +2.646111	2355	          	 45724	 6.16	 1.54
097.204167	 -7.032778	2356	 11Bet Mon	 45725	 4.60	-0.10
097.206250	 -7.034444	2357	 11Bet Mon	 45726	 5.40	-0.07
097.206250	 -7.034444	2358	 11Bet Mon	 45727	 5.60	
097.155417	-17.466111	2359	          	 45765	 5.77	 1.12
096.231667	-63.827778	2360	          	 45796	 6.27	-0.13
097.042083	-32.580000	2361	   Lam CMa	 45813	 4.48	-0.17
097.522917	 +9.029167	2362	          	 45827	 6.57	 0.14
100.120000	+77.995833	2363	          	 45866	 5.73	 1.47
097.163333	-32.371111	2364	          	 45871	 5.74	-0.17
099.478750	+73.695556	2365	          	 45947	 6.24	 0.38
097.792083	+16.938611	2366	          	 45951	 6.20	 1.16
097.547083	-10.081389	2367	          	 45976	 5.93	 1.38
097.176250	-41.074444	2368	          	 45983	 6.32	 0.40
096.766667	-58.002222	2369	          	 45984	 5.82	 1.28
097.789583	+11.250833	2370	          	 45995	 6.14	-0.08
097.905833	+15.903333	2371	 19    Gem	 46031	 6.40	
098.113333	+32.454722	2372	          	 46052	 5.87	 0.14
097.644583	-13.148056	2373	          	 46064	 6.16	-0.15
097.913333	+11.792222	2374	          	 46075	 6.65	-0.12
097.951250	+11.544444	2375	          	 46089	 5.23	 0.15
098.636667	+55.353056	2376	  7    Lyn	 46101	 6.45	
096.369167	-69.690278	2377	   Pi 2Dor	 46116	 5.38	 0.97
098.097083	+11.673611	2378	          	 46178	 6.03	 1.07
097.845833	-12.391667	2379	          	 46184	 5.15	 1.27
097.692917	-27.769444	2380	          	 46189	 5.93	-0.15
097.958750	 -8.158056	2381	          	 46229	 5.43	 1.38
098.080000	 +4.855833	2382	 12    Mon	 46241	 5.84	 0.99
098.427917	+33.024167	2383	          	 46251	 6.42	 0.03
097.454583	-50.239167	2384	          	 46273	 5.27	 0.41
098.225833	 +7.333056	2385	 13    Mon	 46300	 4.50	 0.00
098.096250	 -5.868889	2386	          	 46304	 5.60	 0.25
097.963750	-23.418333	2387	  4Xi 1CMa	 46328	 4.33	-0.24
097.804167	-35.259167	2388	          	 46349	 5.84	 0.81
097.368750	-56.852778	2389	          	 46355	 5.22	 1.09
097.749167	-40.916389	2390	          	 46365	 6.20	 1.40
098.400417	+14.155278	2391	          	 46374	 5.53	 1.11
098.195417	-11.166389	2392	          	 46407	 6.24	 1.11
097.895833	-36.940000	2393	          	 46431	 6.34	 1.63
099.422500	+61.481111	2394	  8    Lyn	 46480	 5.94	 0.89
098.407917	 -1.220278	2395	          	 46487	 5.10	-0.14
100.134167	+71.748889	2396	          	 46509	 5.92	 1.19
098.162500	-32.030556	2397	          	 46547	 5.69	-0.17
098.800417	+28.022222	2398	 49    Aur	 46553	 5.27	-0.03
098.088750	-37.696667	2399	          	 46568	 5.24	 1.00
097.826250	-51.826111	2400	          	 46569	 5.60	 0.54
101.558750	+79.564722	2401	          	 46588	 5.45	 0.50
099.410417	+56.857500	2402	 11    Lyn	 46590	 5.85	
098.360833	-20.923889	2403	          	 46602	 6.40	 0.83
098.693333	 +7.572500	2404	 14    Mon	 46642	 6.45	-0.02
099.137083	+38.445278	2405	          	 46687	 5.29	 2.61
098.823333	 +9.988333	2406	          	 46709	 5.88	 1.51
098.292917	-38.625278	2407	          	 46727	 6.44	 1.00
097.512500	-65.568333	2408	          	 46730	 6.29	 0.33
098.815833	 +0.890000	2409	          	 46769	 5.80	 0.00
097.794167	-61.879722	2410	          	 46792	 6.15	-0.15
098.456250	-36.232222	2411	          	 46815	 5.42	 1.44
097.993333	-58.754167	2412	   Mu  Pic	 46860	 5.70	-0.06
099.000000	 +4.497500	2413	          	 46885	 6.55	-0.06
098.764167	-22.964722	2414	  5Xi 2CMa	 46933	 4.54	-0.05
098.647083	-32.716389	2415	          	 46936	 5.62	-0.08
098.358750	-52.328889	2416	          	 47001	 6.19	 1.09
099.363333	+24.590833	2417	          	 47020	 6.44	 0.10
099.147083	 -5.211111	2418	          	 47054	 5.52	-0.08
099.664583	+39.390833	2419	 51    Aur	 47070	 5.69	 1.35
099.705000	+39.902500	2420	 52Psi3Aur	 47100	 5.20	-0.07
099.427917	+16.399167	2421	 24Gam Gem	 47105	 1.93	 0.00
099.350417	 +6.135278	2422	          	 47129	 6.06	 0.05
099.095000	-18.660000	2423	  6Nu 1CMa	 47138	 5.70	 0.85
098.850417	-36.780000	2424	          	 47144	 5.59	-0.14
099.595833	+28.984167	2425	 53    Aur	 47152	 5.79	 0.00
099.403750	+10.853056	2426	          	 47156	 6.38	
099.832917	+42.488889	2427	 50Psi2Aur	 47174	 4.79	 1.23
099.194583	-13.320833	2428	          	 47182	 5.97	 1.56
099.170833	-19.255833	2429	  7Nu 2CMa	 47205	 3.95	 1.06
099.417917	 +2.704167	2430	          	 47220	 6.17	 1.08
098.975000	-36.088889	2431	          	 47230	 6.35	 0.48
099.469583	 +4.957222	2432	          	 47240	 6.15	 0.14
099.170417	-22.615000	2433	          	 47247	 6.35	-0.11
099.991667	+44.013889	2434	          	 47270	 6.41	
098.744167	-52.975556	2435	          	 47306	 4.39	-0.02
099.772083	+22.030833	2436	          	 47358	 6.04	 1.03
099.420417	-12.985000	2437	          	 47366	 6.12	 1.00
099.887917	+28.263056	2438	 54    Aur	 47395	 6.03	-0.08
099.880833	+24.600000	2439	          	 47415	 6.38	 0.53
099.585417	 -2.543611	2440	          	 47420	 6.14	 1.48
099.706250	 +4.700556	2441	          	 47431	 6.57	-0.07
099.658750	 +1.613611	2442	          	 47432	 6.21	 0.15
099.472500	-18.237500	2443	  8Nu 3CMa	 47442	 4.43	 1.15
099.257917	-38.146667	2444	          	 47463	 6.04	 1.03
099.213750	-41.556944	2445	          	 47475	 6.34	 1.15
099.307500	-36.990556	2446	          	 47500	 5.71	-0.12
099.448333	-32.339722	2447	          	 47536	 5.27	 1.18
099.647500	-16.873611	2448	          	 47561	 6.03	 0.03
099.948333	+12.983056	2449	          	 47575	 5.97	 0.06
099.819583	-14.145833	2450	          	 47667	 4.82	 1.50
099.440417	-43.196111	2451	   Nu  Pup	 47670	 3.17	-0.11
100.407083	+35.931944	2452	          	 47703	 6.46	 0.49
100.337500	+28.196389	2453	 25    Gem	 47731	 6.42	 1.09
100.132500	 +6.371667	2454	          	 47756	 6.51	-0.14
099.901250	-23.695556	2455	          	 47827	 6.05	-0.03
100.244583	 +9.895556	2456	 15    Mon	 47839	 4.66	-0.25
100.340833	+16.397500	2457	          	 47863	 6.28	-0.01
100.321667	+11.003333	2458	          	 47886	 6.11	 1.68
100.770833	+44.524444	2459	 55Psi4Aur	 47914	 5.02	 1.48
099.927917	-30.470278	2460	          	 47946	 5.71	 1.14
100.272500	 +0.495278	2461	          	 47964	 5.79	-0.10
099.656667	-48.220278	2462	          	 47973	 4.93	 0.87
101.048333	+53.296389	2463	          	 47979	 6.27	 1.08
100.807500	+37.146944	2464	          	 48073	 6.19	 1.03
099.987083	-38.158889	2465	          	 48087	 6.58	 1.18
100.601250	+17.645278	2466	 26    Gem	 48097	 5.21	 0.06
100.497083	 +6.345000	2467	          	 48099	 6.37	-0.05
099.502500	-61.533056	2468	          	 48189	 6.18	 0.62
100.485000	 -9.167222	2469	          	 48217	 5.19	 1.53
101.558750	+59.441667	2470	 12    Lyn	 48250	 4.87	 0.08
101.052500	+36.109722	2471	          	 48272	 6.31	 0.06
          	          	2472	 NOVA 1903	      	     	
100.982917	+25.131111	2473	 27Eps Gem	 48329	 2.98	 1.40
100.777083	 +3.033333	2474	          	 48348	 6.19	 1.37
100.308750	-40.349722	2475	          	 48383	 6.12	-0.14
100.205417	-47.674722	2476	          	 48403	 6.65	 1.58
101.706250	+57.169167	2477	 13    Lyn	 48432	 5.35	 0.96
100.997083	+13.227778	2478	 30    Gem	 48433	 4.49	 1.16
100.911250	 +3.932222	2479	          	 48434	 5.90	-0.02
101.189583	+28.970833	2480	 28    Gem	 48450	 5.44	 1.45
100.690833	-22.449167	2481	          	 48501	 6.13	 0.34
100.568333	-38.398611	2482	          	 48543	 6.29	 0.34
101.684583	+43.577500	2483	 56Psi5Aur	 48682	 5.25	 0.56
101.322500	+12.895556	2484	 31Xi  Gem	 48737	 3.36	 0.43
102.053750	+55.704444	2485	          	 48767	 6.33	
102.051250	+55.704444	2486	          	 48766	 6.28	 0.47
101.915000	+48.789444	2487	 57Psi6Aur	 48781	 5.22	 1.12
100.847083	-39.193333	2488	          	 48797	 6.30	 0.26
101.475833	+12.693611	2489	 32    Gem	 48843	 6.46	
102.737917	+67.571944	2490	 42    Cam	 48879	 5.14	-0.17
101.287083	-16.716111	2491	  9Alp CMa	 48915	-1.46	 0.00
101.118333	-31.070556	2492	 10    CMa	 48917	 5.20	-0.12
101.216250	-27.341389	2493	          	 48938	 6.45	 0.54
101.635000	 +8.587222	2494	 16    Mon	 48977	 5.93	-0.17
101.347083	-23.461944	2495	          	 49001	 6.05	 1.20
          	          	2496	  NGC 2281	      	     	
101.260000	-30.586111	2497	          	 49028	 6.54	-0.11
101.497083	-14.796111	2498	          	 49048	 5.32	 0.07
101.847917	+18.193333	2499	          	 49059	 6.20	 0.07
101.345000	-31.793611	2500	          	 49095	 5.92	 0.48
101.380417	-30.948889	2501	          	 49131	 5.80	-0.19
101.662500	-10.107222	2502	          	 49147	 5.66	-0.05
101.832500	 +8.037222	2503	 17    Mon	 49161	 4.77	 1.40
101.712917	-14.425833	2504	 11    CMa	 49229	 5.29	-0.04
100.240833	-71.775556	2505	          	 49268	 6.51	 1.11
101.965000	 +2.412222	2506	 18    Mon	 49293	 4.47	 1.11
101.513750	-39.540000	2507	          	 49319	 6.62	-0.13
101.904583	 -8.998333	2508	          	 49331	 5.07	 1.80
101.756250	-21.015556	2509	 12    CMa	 49333	 6.08	-0.19
101.550417	-37.775556	2510	          	 49336	 6.21	-0.13
103.425833	+68.888333	2511	 43    Cam	 49340	 5.12	-0.13
102.422083	+32.606667	2512	          	 49380	 5.71	 1.29
101.358750	-52.201111	2513	          	 49396	 6.57	 1.08
102.079167	 -1.319167	2514	          	 49434	 5.75	 0.28
101.473750	-52.410000	2515	          	 49517	 5.80	 1.53
102.691250	+41.781389	2516	 58Psi7Aur	 49520	 5.02	 1.27
102.265417	 +1.001944	2517	          	 49567	 6.15	-0.13
101.839167	-37.929722	2518	          	 49591	 5.26	-0.08
102.457500	+16.202778	2519	 33    Gem	 49606	 5.85	-0.13
103.271250	+59.448611	2520	 14    Lyn	 49618	 5.33	 0.65
102.318333	 -2.271944	2521	          	 49643	 5.74	-0.10
102.240833	-15.144722	2522	          	 49662	 5.39	-0.10
101.720000	-51.265833	2523	          	 49689	 5.40	 1.34
101.672917	-54.694722	2524	          	 49705	 6.46	 0.86
102.606250	+13.413333	2525	 35    Gem	 49738	 5.65	 1.34
101.827917	-55.540000	2526	          	 49877	 5.61	 1.52
105.016667	+76.977500	2527	          	 49878	 4.55	 1.36
102.433333	-24.075833	2528	          	 49891	 6.33	 0.04
102.887500	+21.761111	2529	 36    Gem	 49908	 5.27	-0.02
102.707917	 -0.540833	2530	          	 49933	 5.77	 0.39
100.903333	-73.118056	2531	          	 49947	 6.37	 0.96
103.281667	+44.839444	2532	          	 49949	 6.26	 0.21
103.000000	+23.601667	2533	          	 49968	 5.65	 1.45
102.676250	 -8.041111	2534	          	 49976	 6.29	 0.00
102.591250	-17.083889	2535	          	 49980	 5.79	 1.44
101.233750	-70.433889	2536	          	 50002	 6.11	 1.33
102.525000	-27.333889	2537	          	 50012	 7.04	-0.18
102.460417	-32.508611	2538	 13Kap CMa	 50013	 3.96	-0.23
103.256250	+38.869167	2539	 59    Aur	 50018	 6.12	 0.37
103.197083	+33.961111	2540	 34The Gem	 50019	 3.60	 0.10
103.305833	+38.438056	2541	 60    Aur	 50037	 6.30	 0.49
103.264167	+35.788611	2542	          	 50056	 6.01	 1.45
102.913750	 +3.041667	2543	          	 50062	 6.38	 0.04
102.653750	-25.778056	2544	          	 50093	 6.33	-0.18
102.597083	-31.706111	2545	          	 50123	 5.70	 0.14
102.490833	-45.450000	2546	          	 50196	 6.55	 1.51
103.487500	+38.505000	2547	 61Psi8Aur	 50204	 6.48	-0.05
102.477500	-46.614722	2548	          	 50223	 5.14	 0.45
102.718333	-34.367222	2549	          	 50235	 4.99	 1.38
102.047500	-61.941389	2550	   Alp Pic	 50241	 3.27	 0.21
103.205833	 +8.380278	2551	          	 50277	 5.77	 0.26
103.095417	 -5.316111	2552	          	 50282	 6.30	 0.99
102.484167	-50.614722	2553	   Tau Pup	 50310	 2.93	 1.20
102.463750	-53.622222	2554	          	 50337	 4.40	 0.92
103.343750	+10.996389	2555	          	 50371	 6.24	 0.97
103.813333	+45.826389	2556	          	 50384	 6.34	 0.94
103.811250	+43.910000	2557	          	 50420	 6.13	 0.32
102.926250	-36.230278	2558	          	 50445	 5.96	 0.18
100.011250	-80.813611	2559	   Zet Men	 50506	 5.64	 0.20
104.318750	+58.422500	2560	 15    Lyn	 50522	 4.35	 0.85
104.305000	+57.563333	2561	          	 50551	 6.05	 1.49
102.504583	-60.249167	2562	          	 50571	 6.11	 0.46
102.886667	-48.292500	2563	          	 50621	 6.42	 1.21
103.661250	+13.177778	2564	 38    Gem	 50635	 4.65	 0.30
103.328333	-19.032778	2565	          	 50644	 5.64	 0.28
103.340417	-18.933333	2566	          	 50643	 6.14	 0.15
103.250417	-26.957500	2567	          	 50648	 6.40	 1.53
104.134583	+46.274167	2568	   Psi9Aur	 50658	 5.87	-0.06
103.827500	+25.375556	2569	 37    Gem	 50692	 5.73	 0.57
103.535417	 -5.852500	2570	          	 50700	 6.41	 0.17
103.387083	-20.224167	2571	 15    CMa	 50707	 4.83	-0.21
103.602500	 -1.126944	2572	          	 50747	 5.45	 0.18
104.233333	+46.705000	2573	          	 50763	 5.86	 1.08
103.547500	-12.038611	2574	 14The CMa	 50778	 4.07	 1.43
103.165417	-42.504444	2575	          	 50785	 6.52	 0.42
103.391250	-28.539722	2576	          	 50806	 6.04	 0.71
103.675417	 -1.756389	2577	          	 50820	 6.21	 0.56
103.480417	-24.539167	2578	          	 50853	 6.21	 0.01
103.196250	-43.975833	2579	          	 50860	 6.46	-0.10
103.532917	-24.183889	2580	 16Omi1CMa	 50877	 3.87	 1.73
105.339583	+70.808056	2581	          	 50885	 5.68	 1.33
103.745000	 -2.803611	2582	          	 50890	 6.04	 1.10
103.554167	-23.928333	2583	          	 50896	 6.91	-0.28
103.894167	 +8.324722	2584	          	 50931	 6.29	 0.04
104.404583	+45.094167	2585	 16    Lyn	 50973	 4.90	 0.03
104.252083	+33.681111	2586	          	 51000	 5.89	 0.88
103.195417	-54.090000	2587	          	 51043	 6.57	 1.08
103.761250	-20.404722	2588	 17    CMa	 51055	 5.74	 0.08
